"name","handedness","height","weight","avg","HR","avg_scaled","HR_scaled","distance","distance_pctrank"
"Gary Sutherland","R",72,185,0.243,24,74.0853658536585,4.26287744227353,20.5056202750478,33.4239130434782
"Bob Coluccio","R",71,183,0.22,26,67.0731707317073,4.61811722912966,13.5502024405718,10.1902173913044
"Dave Rader","L",71,165,0.257,30,78.3536585365854,5.32859680284192,16.6626330731833,35.5555555555555
"Ron Gardenhire","R",72,175,0.232,4,70.7317073170732,0.710479573712256,18.2229548527159,25.2717391304348
"Bill Sharp","L",70,178,0.255,9,77.7439024390244,1.59857904085258,17.5231746562847,40.3174603174602
"Alan Bannister","R",71,170,0.27,19,82.3170731707317,3.37477797513321,28.7763917351742,58.1521739130434
"Bob Watson","R",72,201,0.295,184,89.9390243902439,32.6820603907638,43.9703586841243,70.5163043478263
"Ken Harrelson","R",74,190,0.239,131,72.8658536585366,23.2682060390764,24.6625990613698,48.2336956521737
"Bobby Wine","R",73,187,0.215,30,65.5487804878049,5.32859680284192,11.9132428210234,6.79347826086956
"Stefan Wever","R",80,245,0,0,0,0,54.3765727865091,72.2826086956525
"John Kennedy","R",72,185,0.225,32,68.5975609756098,5.68383658969805,14.8696168416778,14.8097826086957
"Chico Ruiz","B",72,169,0.24,2,73.1707317073171,0.355239786856128,11.9255831843157,29.126213592233
"Dave Johnson","R",73,183,0,0,0,0,54.3765727865091,72.2826086956525
"Gail Hopkins","L",70,198,0.266,25,81.0975609756098,4.4404973357016,19.5455325491176,48.2539682539681
"Doug Frobel","L",76,196,0.201,20,61.280487804878,3.55239786856128,6.50943356086586,1.26984126984127
"Luis Melendez","R",72,165,0.248,9,75.609756097561,1.59857904085258,22.5655925595323,40.6249999999999
"Jerry Augustine","L",72,183,0,0,0,0,63.143985979505,79.9999999999998
"Bill Plummer","R",73,190,0.188,14,57.3170731707317,2.4866785079929,6.15142931403521,0.407608695652174
"Buck Rodgers","B",74,190,0.232,31,70.7317073170732,5.50621669626998,8.21956275126797,11.6504854368932
"Phil Niekro","R",73,180,0.169,7,51.5243902439024,1.24333925399645,6.73626758857371,0.815217391304348
"Jeff Holly","L",77,210,0,0,0,0,63.143985979505,79.9999999999998
"Tom Poquette","L",70,175,0.268,10,81.7073170731707,1.77619893428064,21.0200013973113,56.190476190476
"Eric Hetzel","R",75,175,0,0,0,0,54.3765727865091,72.2826086956525
"Brian Asselstine","L",73,175,0.254,12,77.4390243902439,2.13143872113677,17.0037630180458,37.4603174603174
"Rick Miller","L",72,175,0.269,28,82.0121951219512,4.97335701598579,20.2865428934205,53.9682539682538
"Ed Charles","R",70,170,0.263,86,80.1829268292683,15.2753108348135,27.4404583402903,55.1630434782607
"Luis Gomez","R",69,150,0.21,0,64.0243902439024,0,12.6813453824968,8.01630434782609
"Dave Lemanczyk","R",76,235,0,0,0,0,54.3765727865091,72.2826086956525
"Al Jones","R",76,210,0,0,0,0,54.3765727865091,72.2826086956525
"Floyd Rayford","R",70,190,0.244,38,74.390243902439,6.74955595026643,20.5588886552246,33.5597826086956
"Sam Hinds","R",78,215,0,0,0,0,54.3765727865091,72.2826086956525
"Tony Conigliaro","R",75,185,0.264,166,80.4878048780488,29.4849023090586,34.4981970493556,66.3043478260871
"Clay Christiansen","R",77,205,0,0,0,0,54.3765727865091,72.2826086956525
"Jim Barr","R",75,205,0.162,1,49.390243902439,0.177619893428064,8.62906485314905,3.53260869565217
"Jerry Remy","L",69,165,0.275,7,83.8414634146341,1.24333925399645,23.1955004748436,62.8571428571427
"Larry Rothschild","L",74,180,0,0,0,0,63.143985979505,79.9999999999998
"Frank Duffy","R",73,180,0.232,26,70.7317073170732,4.61811722912966,17.1395871836718,21.0597826086957
"Gary Lance","B",75,195,0,0,0,0,62.7748380266186,86.4077669902912
"Tom O'Malley","L",72,180,0.256,13,78.0487804878049,2.30905861456483,17.4684041601229,39.6825396825396
"Phil Garner","R",70,175,0.26,109,79.2682926829268,19.360568383659,28.0235021850759,56.5217391304347
"Larry Pashnick","R",75,205,0,0,0,0,54.3765727865091,72.2826086956525
"Todd Fischer","R",70,170,0,0,0,0,54.3765727865091,72.2826086956525
